,기사작성일,기사제목,기사주소
1088,2020.10.22.,"케어라풋, 몸캠피싱 영상제거로 피씽 피해자 유포협박 문제 해결",http://www.cctvnews.co.kr/news/articleView.html?idxno=211875
1089,2020.10.22.,"‘억’소리 나는 몸캠피싱 피해, 라바웨이브 동영상 유포 협박 해결법 제공",http://www.wowtv.co.kr/NewsCenter/News/Read?articleId=A202010220245&t=NN
1090,2020.11.25.,"대구은행 권다윤 행원, 보이스피싱 예방 대구북부경찰서 표창장",http://www.kbsm.net/default/index_view_page.php?idx=294274&part_idx=326
1091,2020.10.23.,동영상 유포 협박 ‘몸캠피싱’ 피해자 증가…보안 전문가와 해결해야,https://www.news1.kr/articles/?4095645
1092,2020.10.26.,보이스피싱 등 '주민등록번호 유출' 피해자 고통 키우는 변경처리 기한 줄어든다 [시선톡],http://www.sisunnews.co.kr/news/articleView.html?idxno=132467
1093,2020.11.25.,"몸캠피싱 구원 ‘디포렌식코리아’, 디컴파일 서비스로 동영상유포협박 및 피씽 해결 나서",http://www.kjdaily.com/read.php3?aid=1606262400531100203
1094,2020.10.22.,"케어라풋, 몸캠피싱 영상제거로 피씽 피해자 유포협박 문제 해결",http://www.cctvnews.co.kr/news/articleView.html?idxno=211875
1095,2020.10.22.,"‘억’소리 나는 몸캠피싱 피해, 라바웨이브 동영상 유포 협박 해결법 제공",http://www.wowtv.co.kr/NewsCenter/News/Read?articleId=A202010220245&t=NN
1096,2020.10.22.,"소병철 의원, 보이스피싱 피해액 5년간 약 1조 9천억 피해 건수도 3년 새 2배",http://www.nspna.com/news/?mode=view&newsid=460452
1097,2020.10.23.,"Sh수협은행, 포항지점 직원들의 기지로 보이스피싱 피해 막아",http://www.updownnews.co.kr/news/articleView.html?idxno=224530
1098,2020.11.26.,"제주 경찰, 신속 대처로 6300만원대 보이스피싱 범죄 막아",http://www.jemin.com/news/articleView.html?idxno=707222
1099,2020.11.25.,"""김민수 검산데…"" 취준생 꿈 앗아간 보이스피싱 전달책 무죄",https://www.nocutnews.co.kr/news/5453597
1100,2020.11.25.,"몸캠피싱 구원 ‘디포렌식코리아’, 디컴파일 서비스로 동영상유포협박 및 피씽 해결 나서",http://www.kjdaily.com/read.php3?aid=1606262400531100203
1101,2020.10.22.,"케어라풋, 몸캠피싱 영상제거로 피씽 피해자 유포협박 문제 해결",http://www.cctvnews.co.kr/news/articleView.html?idxno=211875
1102,2020.10.22.,"‘억’소리 나는 몸캠피싱 피해, 라바웨이브 동영상 유포 협박 해결법 제공",http://www.wowtv.co.kr/NewsCenter/News/Read?articleId=A202010220245&t=NN
1103,2020.10.22.,"소병철 의원, 보이스피싱 피해액 5년간 약 1조 9천억 피해 건수도 3년 새 2배",http://www.nspna.com/news/?mode=view&newsid=460452
1104,2020.10.23.,"Sh수협은행, 포항지점 직원들의 기지로 보이스피싱 피해 막아",http://www.updownnews.co.kr/news/articleView.html?idxno=224530
1105,2020.11.26.,"제주 경찰, 신속 대처로 6300만원대 보이스피싱 범죄 막아",http://www.jemin.com/news/articleView.html?idxno=707222
1106,2020.11.25.,"""김민수 검산데…"" 취준생 꿈 앗아간 보이스피싱 전달책 무죄",https://www.nocutnews.co.kr/news/5453597
1107,2020.10.21.,"청소년 몸캠피싱 피해 심각, 보안업체 통해 피씽 동영상 유출 막아야",http://www.thepublic.kr/news/newsview.php?ncode=1065588664259633
1108,2020.11.26.,"""대량의 기프트 카드는 구매 의심""…상인들이 잇따라 피싱 예방",http://yna.kr/AKR20201126132400051?did=1195m
1109,2020.10.22.,보이스피싱 피해 막은 오산새마을금고,http://www.kyeonggi.com/news/articleView.html?idxno=2324059
1110,2020.10.22.,"소병철의원, 보이스피싱 범죄 피해 5년간 약 1조 9000억 발생",https://view.asiae.co.kr/article/2020102215431601218
1111,2020.10.23.,"Sh수협은행, 포항지점 직원들의 기지로 보이스피싱 피해 막아",http://www.updownnews.co.kr/news/articleView.html?idxno=224530
1112,2020.11.26.,"제주 경찰, 신속 대처로 6300만원대 보이스피싱 범죄 막아",http://www.jemin.com/news/articleView.html?idxno=707222
1113,2020.11.25.,"""김민수 검산데…"" 취준생 꿈 앗아간 보이스피싱 전달책 무죄",https://www.nocutnews.co.kr/news/5453597
1114,2020.10.21.,"청소년 몸캠피싱 피해 심각, 보안업체 통해 피씽 동영상 유출 막아야",http://www.thepublic.kr/news/newsview.php?ncode=1065588664259633
1115,2020.11.26.,"""대량의 기프트 카드는 구매 의심""…상인들이 잇따라 피싱 예방",http://yna.kr/AKR20201126132400051?did=1195m
1116,2020.10.22.,보이스피싱 피해 막은 오산새마을금고,http://www.kyeonggi.com/news/articleView.html?idxno=2324059
1117,2020.11.28.,"몸캠피싱 대처 전문 '올세이프', 피씽 사기 조직 패턴 파악해 사후 관리 진행해",http://www.cctvnews.co.kr/news/articleView.html?idxno=214762
1118,2020.11.24.,서천경찰서 보이스피싱 예방 축협 직원에 감사장,http://www.ggilbo.com/news/articleView.html?idxno=811298
1119,2020.10.20.,보이스피싱 현장 덮친 경찰…4천만원 피해자에게 되돌려줘,http://yna.kr/AKR20201020078800051?did=1195m
1120,2020.10.20.,보이스피싱 현장 덮친 경찰…4천만원 피해자에게 되돌려줘,http://yna.kr/AKR20201020078800051?did=1195m
1121,2020.11.24.,서천축협 직원 보이스피싱 현금수거책 검거 기여... 서천경찰에서 감사장 받아,http://www.joongdo.co.kr/web/view.php?key=20201124010008892
1122,2020.10.20.,"경찰, 보이스피싱 피해 막은 은행원에 감사장 수여",http://www.daejonilbo.com/news/newsitem.asp?pk_no=1444025
1123,2020.10.20.,"서천경찰서장, 보이스피싱 피해예방 은행원에 감사장 수여",http://www.ggilbo.com/news/articleView.html?idxno=803247
1124,2020.10.25.,서천경찰서 보이스피싱 피해 막은 장항우체국 송혜순씨 감사장 전달,http://www.daejonilbo.com/news/newsitem.asp?pk_no=1444538
1125,2020.10.25.,올해 도내 보이스피싱 피해 ‘대출사기형’ 가장 많아,http://news.kbs.co.kr/news/view.do?ncd=5033291&ref=A
1126,2020.10.20.,검찰총장 서명까지…하루 피싱 피해 7억 원,https://imnews.imbc.com/replay/2020/nwtoday/article/5946586_32531.html
1127,2020.10.23.,충남 올해 보이스피싱 피해액 146억 원,http://news.cjhello.com/news/newsView.do?soCode=SC91000000&idx=292361
1128,2020.10.19.,"'Secure App(시큐어앱)', 몸캠피싱 비롯 피씽 피해자 구조나서",http://www.kgdm.co.kr/news/articleView.html?idxno=720222
1129,2020.10.19.,"천안서북경찰서, 보이스피싱 피해예방 공로자 감사장 수여",http://www.newscj.com/news/articleView.html?idxno=790490
1130,2020.10.19.,"천안서북경찰서, 보이스피싱 피해예방 공로자 감사장 수여",http://www.newscj.com/news/articleView.html?idxno=790490
1131,2020.10.23.,"Sh수협은행, 직원 기지로 보이스피싱 피해 막아",http://www.betanews.net:8080/article/1237602.html
1132,2020.11.24.,"보이스피싱 조심 또 조심, 속지마세요",http://www.kado.net/news/articleView.html?idxno=1048913
1133,2020.11.25.,中 보이스피싱 조직에 070 전화 공급한 중간책 7년刑,http://www.munhwa.com/news/view.html?no=2020112501071103349001
1134,2020.11.25.,4900만원 보이스피싱 막은 은행원 ‘화제’,http://www.gwangnam.co.kr/read.php3?aid=1606298461371912023
1135,2020.11.23.,농협서 보이스피싱 송금책 검거,http://www.newsfarm.co.kr/news/articleView.html?idxno=61048
1136,2020.10.19.,"케어라풋, 몸캠피싱 피해확산 막는 첨단 동영상 보안서비스 선보여",https://www.itbiznews.com/news/articleView.html?idxno=21958
1137,2020.11.23.,'3천만원 한번에 인출…수상해' 보이스피싱 막은 은행직원,http://yna.kr/AKR20201123111600051?did=1195m
1138,2020.11.26.,"대구은행 행원, 보이스피싱 막고 표창장 받아",http://www.g-enews.com/ko-kr/news/article/news_all/20201126095237265894b6db5823_1/article.html
1139,2020.11.23.,"제로데이, 몸캠피싱 동영상 유포협박 보안서비스 통해 차단",https://www.news1.kr/articles/?4127504
1140,2020.10.19.,코로나19 재확산만큼 심각한 청소년 몸캠피싱 피해,http://www.kihoilbo.co.kr/news/articleView.html?idxno=892219
1141,2020.11.23.,'3천만원 한번에 인출…수상해' 보이스피싱 막은 은행직원,http://yna.kr/AKR20201123111600051?did=1195m
1142,2020.11.26.,"대구은행 행원, 보이스피싱 막고 표창장 받아",http://www.g-enews.com/ko-kr/news/article/news_all/20201126095237265894b6db5823_1/article.html
1143,2020.11.23.,"제로데이, 몸캠피싱 동영상 유포협박 보안서비스 통해 차단",https://www.news1.kr/articles/?4127504
1144,2020.11.23.,'고액 알바 유혹···' 보이스피싱 가담한 수금책 50대녀,http://www.newsis.com/view/?id=NISX20201123_0001243260&cID=10899&pID=10800
1145,2020.10.19.,"DGB대구은행, 보이스피싱 피해 예방 적극 나서",http://www.kyongbuk.co.kr/news/articleView.html?idxno=2055934
1146,2020.11.23.,"""엄마, 바빠?"" 메신저피싱...경찰청-편의점 공동대응(종합)",http://www.fnnews.com/news/202011230758397106
1147,2020.10.22.,"몸캠피싱 피해자 돕는 케어라풋, 보안기술로 피씽 영상 유출 원천 차단",http://www.itbiznews.com/news/articleView.html?idxno=22163
1148,2020.10.22.,"김천署, 보이스피싱 피해 막은 신협 직원에 감사장",http://www.hidomin.com/news/articleView.html?idxno=435387
1149,2020.10.27.,충남 보이스피싱 피해액 작년보다 48% 급증…건수는 비슷,http://yna.kr/AKR20201027129100063?did=1195m
1150,2020.11.23.,"제로데이, 몸캠피싱 및 동영상유포협박 범죄 막으려 '피씽 주의사항' 공개",http://www.cctvnews.co.kr/news/articleView.html?idxno=214273
1151,2020.11.23.,보이스피싱 수금책 노릇 60대 경찰행,https://www.jnilbo.com/view/media/view?code=2020112310353033290
1152,2020.10.22.,"김천署, 보이스피싱 피해 막은 신협 직원에 감사장",http://www.hidomin.com/news/articleView.html?idxno=435387
1153,2020.10.27.,충남 보이스피싱 피해액 작년보다 48% 급증…건수는 비슷,http://yna.kr/AKR20201027129100063?did=1195m
1154,2020.11.23.,"'상품권·기프트카드' 메신저피싱 기승…경찰, 예방 나선다",http://www.newsis.com/view/?id=NISX20201122_0001242662&cID=10201&pID=10200
1155,2020.10.18.,"[기고] 보이스피싱, 당신도 잠재적 피해자입니다.",http://www.chungnamilbo.co.kr/news/articleView.html?idxno=566165
1156,2020.11.27.,"몸캠피싱 대처 전문 업체 ‘시큐어앱’, 맞춤형 솔루션 통해 모든 피씽 범죄 차단",http://www.kjdaily.com/read.php3?aid=1606464000531378203
1157,2020.11.25.,"대구은행원, 보이스피싱 예방 경찰 표창",https://www.yeongnam.com/web/view.php?key=20201125010003793
1158,2020.10.19.,"해남경찰서, 보이스피싱 피해 막은 우체국장에 감사장 수여",http://www.siminilbo.co.kr/news/newsview.php?ncode=1065587501958990
1159,2020.10.27.,보이스피싱·디지털성범죄 피해자 주민번호 변경 처리 90일로 단축,http://www.kyongbuk.co.kr/news/articleView.html?idxno=2056808
1160,2020.11.23.,"'메신저 피싱 꼼짝마'…경찰청, 편의점과 손잡고 예방활동",https://www.news1.kr/articles/?4126565
1161,2020.10.18.,"[기고] 보이스피싱, 당신도 잠재적 피해자입니다.",http://www.chungnamilbo.co.kr/news/articleView.html?idxno=566165
1162,2020.11.23.,‘고액 알바 유혹···’ 보이스피싱 가담한 수금책 50대 덜미,http://www.gwangnam.co.kr/read.php3?aid=1606124202371657023
1163,2020.11.27.,"몸캠피싱 대처 전문 업체 ‘시큐어앱’, 맞춤형 솔루션 통해 모든 피씽 범죄 차단",http://www.kjdaily.com/read.php3?aid=1606464000531378203
1164,2020.11.25.,"대구은행원, 보이스피싱 예방 경찰 표창",https://www.yeongnam.com/web/view.php?key=20201125010003793
1165,2020.10.19.,"해남경찰서, 보이스피싱 피해 막은 우체국장에 감사장 수여",http://www.siminilbo.co.kr/news/newsview.php?ncode=1065587501958990
1166,2020.10.27.,보이스피싱·디지털성범죄 피해자 주민번호 변경 처리 90일로 단축,http://www.kyongbuk.co.kr/news/articleView.html?idxno=2056808
1167,2020.10.18.,"부산시청, 전화금융사기 보이스피싱 피해 예방을 위한 시민 제안 공모전 열어",http://www.lecturernews.com/news/articleView.html?idxno=53881
1168,2020.11.24.,"몸캠피싱 대처 방법 지원 ‘디시즌팩토리’, 대처 방안 소개해 피씽 협박 막아",http://www.kjdaily.com/read.php3?aid=1606208400530966203
1169,2020.10.17.,"디포렌식코리아, 몸캠피싱 피해자에게 피씽 솔루션 제공",https://www.itbiznews.com/news/articleView.html?idxno=21848
1170,2020.10.18.,"부산시청, 전화금융사기 보이스피싱 피해 예방을 위한 시민 제안 공모전 열어",http://www.lecturernews.com/news/articleView.html?idxno=53881
1171,2020.11.24.,"몸캠피싱 대처 방법 지원 ‘디시즌팩토리’, 대처 방안 소개해 피씽 협박 막아",http://www.kjdaily.com/read.php3?aid=1606208400530966203
1172,2020.10.17.,"디포렌식코리아, 몸캠피싱 피해자에게 피씽 솔루션 제공",https://www.itbiznews.com/news/articleView.html?idxno=21848
1173,2020.10.26.,보이스피싱 등 피해자 주민등록번호 변경 90일 이내로 단축,http://yna.kr/AKR20201026030000530?did=1195m
1174,2020.11.24.,"경찰, 보이스피싱 직감한 시민 신고받고 전달책 검거",https://www.nocutnews.co.kr/news/5452634
1175,2020.11.05.,"광주 서부경찰서, 보이스피싱 피해 예방 금융기관 직원 표창",https://view.asiae.co.kr/article/2020110518020094675
1176,2020.11.23.,"광주 서부경찰, 보이스피싱 예방 은행원에 표창장",http://www.namdonews.com/news/articleView.html?idxno=590893
1177,2020.10.27.,올해 경남 보이스피싱 피해 '대출사기형' 많아,https://mbcgn.kr/article/TLF5Qk0jbPHd
1178,2020.10.26.,충북 올들어 보이스피싱 피해 132억 원,http://news.kbs.co.kr/news/view.do?ncd=5033511&ref=A
1179,2020.11.24.,"""아들 납치했으니 돈 갚아라"" 보이스피싱 조직원 5명 검거",http://yna.kr/AKR20201124112100063?did=1195m
1180,2020.11.05.,"광주 서부경찰서, 보이스피싱 피해 예방 금융기관 직원 표창",https://view.asiae.co.kr/article/2020110518020094675
1181,2020.11.24.,보이스피싱 조직에 돈 전달한 60대 구속,http://www.domin.co.kr/news/articleView.html?idxno=1318626
1182,2020.11.23.,"광주 서부경찰, 보이스피싱 예방 은행원에 표창장",http://www.namdonews.com/news/articleView.html?idxno=590893
1183,2020.10.27.,올해 경남 보이스피싱 피해 '대출사기형' 많아,https://mbcgn.kr/article/TLF5Qk0jbPHd
1184,2020.10.26.,충북 올들어 보이스피싱 피해 132억 원,http://news.kbs.co.kr/news/view.do?ncd=5033511&ref=A
1185,2020.11.24.,"""아들 납치했으니 돈 갚아라"" 보이스피싱 조직원 5명 검거",http://yna.kr/AKR20201124112100063?did=1195m
1186,2020.10.18.,[기고] 기관사칭 보이스피싱 피해자는 20대가 가장 많아,http://www.sisamagazine.co.kr/news/articleView.html?idxno=333143
1187,2020.11.26.,고창군 보이스피싱 비상,http://sjbnews.com/news/news.php?number=699476
1188,2020.11.22.,"아들 납치 협박, 대환 대출, 악성어플 등 보이스피싱 기승",http://www.idjnews.kr/news/articleView.html?idxno=126747
1189,2020.10.16.,"[오피니언] 보이스피싱, 당신도 잠재적 피해자입니다.",http://www.idjnews.kr/news/articleView.html?idxno=125677
1190,2020.10.25.,대구경북TBC)대구경북 보이스피싱 피해액 3백억원 넘어,http://www.tbc.co.kr/tbc_news/n14_newsview.html?p_no=20201024134258AE00364
1191,2020.10.16.,"대구은행, 상반기 보이스피싱 27억원 피해 예방",http://www.shinailbo.co.kr/news/articleView.html?idxno=1331723
1192,2020.10.16.,보이스피싱 피해금액 70% 못 돌려받아. 수협 최고,http://www.kukinews.com/newsView/kuk202010160275
