"달성군","총인구수 (명)",259339,13849,15569,12689,11234,13687,15357,18059,23639,22567,20904,20556,20295,17845,12000,8214,5774,4153,2122,667,129,30
"달성군","남자인구수 (명)",131708,7054,7942,6508,5998,7530,8390,9504,12273,11785,10897,10217,10112,8984,5866,3993,2426,1426,619,145,30,9
"달성군","여자인구수 (명)",127631,6795,7627,6181,5236,6157,6967,8555,11366,10782,10007,10339,10183,8861,6134,4221,3348,2727,1503,522,99,21
"중구","총인구수 (명)",139729,5133,6762,6652,5997,7535,11598,9925,11384,12217,12379,10813,9633,9170,6756,5374,3946,2458,1304,471,141,81
"중구","남자인구수 (명)",72485,2690,3438,3401,3161,3606,6098,5508,6064,6537,6907,6028,5233,4668,3287,2533,1800,975,373,112,40,26
"중구","여자인구수 (명)",67244,2443,3324,3251,2836,3929,5500,4417,5320,5680,5472,4785,4400,4502,3469,2841,2146,1483,931,359,101,55
"동구","총인구수 (명)",62542,1472,2270,2465,2564,3326,3314,2890,3973,4725,5268,4984,5187,5651,4377,3735,2975,1886,960,350,97,73
"동구","남자인구수 (명)",31575,756,1208,1282,1326,1786,1830,1565,2090,2584,2810,2703,2712,2756,2067,1673,1291,726,277,85,25,23
"동구","여자인구수 (명)",30967,716,1062,1183,1238,1540,1484,1325,1883,2141,2458,2281,2475,2895,2310,2062,1684,1160,683,265,72,50
"미추홀구","총인구수 (명)",404343,11821,15372,15001,16657,26227,31104,25940,29757,30133,33274,33377,33810,32796,22833,17797,13460,8607,4219,1579,402,177
"미추홀구","남자인구수 (명)",203638,6003,7909,7744,8540,13636,16626,14078,15847,16071,17522,16979,16739,15865,10793,8278,5873,3351,1274,377,86,47
"미추홀구","여자인구수 (명)",200705,5818,7463,7257,8117,12591,14478,11862,13910,14062,15752,16398,17071,16931,12040,9519,7587,5256,2945,1202,316,130
"연수구","총인구수 (명)",387450,16232,22183,21845,20867,25248,27114,25738,32197,33041,35444,33107,31362,24882,13893,9124,6520,4629,2643,1041,276,64
"연수구","남자인구수 (명)",192570,8253,11301,11223,10720,13098,14026,12800,15746,16371,17408,16160,15669,12872,7041,4357,2853,1627,729,244,55,17
"연수구","여자인구수 (명)",194880,7979,10882,10622,10147,12150,13088,12938,16451,16670,18036,16947,15693,12010,6852,4767,3667,3002,1914,797,221,47
"남동구","총인구수 (명)",525354,17083,24731,24764,25088,32878,38142,32620,39774,43125,45647,45448,44703,39883,25928,18113,12716,8365,4177,1637,391,141
"남동구","남자인구수 (명)",260923,8815,12686,12664,12856,16808,19829,16885,20377,22005,23103,22244,22242,19346,12405,8557,5394,3078,1188,351,57,33
